label	x	x	SentenceA	SentenceB
0	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	coolest Staff
1	x	x	Excellent rooms Staff very helpful and friendly	Excellent rooms
1	x	x	Nice location close to public transport easy to get around Lovely bar and restsurant	Lovely bar
1	x	x	Spacious rooms	Spacious rooms
1	x	x	Unstable wifi value for money	Unstable wifi
1	x	x	The location is great quiet and there is access to public transportation towards city center and arround	great location
0	x	x	Beautiful rooms extremely comfortable beds and you even have the option to ask for a specific type of pillow The reception staff as well as the concierge were extremely helpful and friendly	extremely comfortable reception staff
0	x	x	The hotel is not that close to the attractions or eating places but you can reach them in half an hour walk The bad surprise was that I could not find the sewing kit in the room and had to use one that I luckily had with me	half an hour walk attractions
1	x	x	Breakfasts though as per all hotel breakfasts expensive Breakfast room with roof that opens Location in a quiet area of town but close to centre and attractions All staff spoke perfect English Clean comfortable air conditioned room reasonable rate	reasonable rate
1	x	x	Excellent location and friendly staff Short walk to the museums	Short walk to museums
0	x	x	It has good view near to shops has their own parking	near to view
0	x	x	Arrived early got early check in rooms very clean bed comfy Great location very central Would recommend Staff very helpful and friendly	very central Staff
1	x	x	The bar is inviting We stayed next to the bar on the top floor	inviting bar
0	x	x	The location is perfect as well Everything is within walking distance	perfect Everything
1	x	x	Staff were very helpful and informative Room and d cor were modern and comfortable	very helpful Staff
0	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	helpful tea
1	x	x	It was about 300 meters to the tram and the bus	about 300 meters to tram
1	x	x	No shops nearby to buy things The location is my main concern then the building is outdated The curtain is turn and patched The bath is blocked	outdated building
1	x	x	Great location staff could look a little happier but otherwise lovely clean hotel and beautiful well equipped rooms Would stay again	a little happier staff
1	x	x	the staff is nice	nice staff
1	x	x	The modern decor and overall relaxed atmosphere amidst its rustic setting made us feel right at home	modern decor
1	x	x	Staff was helpful location to activities was convenient always felt well attended to by staff Convenient breakfast to start my day and handy bar to end my day	helpful Staff
1	x	x	Very friendly service rooms very nicely renovated in pleasant light colors Great breakfast with view on the canal	pleasant light colors
0	x	x	very convenient location across the road from the train station and near tram stops and canal cruise terminals staff very accommodating and helpful food very good but portions on the large side buffet breakfast excellent superb poached eggs	very accommodating and helpful location
1	x	x	Poor facilities bathroom was a mess cracked tiles dirty marks in bath housekeeping not to a high standard sheets didn t get changed	dirty marks
1	x	x	The staff was cool helpful The rooms and the common areas were all very Instagram worthy The metro and the tram were only two minute away and it felt really safe to ride the metro even during the evening We re coming back	only two minute away tram
0	x	x	We had an excellent stay walking distance to station metro and centre of town	walking distance to stay
1	x	x	The staff were rather rude and not very welcoming	rude staff
0	x	x	Dirty room dust around bed dirty carpet and destroyed floor Shower head with very poor water pressure	destroyed carpet
0	x	x	Totally renovated hotel Staff friendly and helpful Attractive well designed room with small balcony 201 Comfortable bed Excellent location	Comfortable balcony
